<<<<<<< HEAD
Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),% Change,
BTC,11/25/16,730.3125,739.81875,740.87625,727.9875,-1.28%,
BTC,11/26/16,737.4025,730.3125,738.51375,728.38125,0.97%,
BTC,11/27/16,727.445,737.4025,738.155,724.1275,-1.35%,
BTC,11/28/16,731.9,727.445,735.405,727.43875,0.61%,
BTC,11/29/16,731.12625,731.9,734.1425,729.4725,-0.11%,
BTC,11/30/16,731.64,731.12625,734.43375,728.60375,0.07%,
BTC,12/1/16,744.1025,731.64,744.47,730.71125,1.70%,
BTC,12/2/16,766.5925,744.1025,767.105,744.1025,3.02%,
BTC,12/3/16,769.915,766.5925,778.1425,763.83875,0.43%,
BTC,12/4/16,764.3575,769.915,770.12125,757.835,-0.72%,
BTC,12/5/16,760.1,764.3575,767.24125,759.91875,-0.56%,
BTC,12/6/16,754.82625,760.1,760.40625,745.6975,-0.69%,
BTC,12/7/16,758.35375,754.82625,759.89,751.95625,0.47%,
BTC,12/8/16,763.23625,758.35375,768.31875,752.165,0.64%,
BTC,12/9/16,766.8725,763.23625,771.42,762.7025,0.48%,
BTC,12/10/16,773.2825,766.8725,773.3225,766.33,0.84%,
BTC,12/11/16,765.9525,773.2825,775.08625,764.3675,-0.95%,
BTC,12/12/16,769.8275,765.9525,769.86375,763.31625,0.51%,
BTC,12/13/16,774.38625,769.8275,788.48625,766.9025,0.59%,
BTC,12/14/16,778.35625,774.38625,781.585,771.5475,0.51%,
BTC,12/15/16,776.9825,778.35625,779.605,771.3925,-0.18%,
BTC,12/16/16,776.415,776.9825,778.2175,772.7675,-0.07%,
BTC,12/17/16,786.9725,776.415,790.83875,775.50125,1.36%,
BTC,12/18/16,789.24625,786.9725,790.30375,785.57375,0.29%,
BTC,12/19/16,791,789.24625,791.16,785.2375,0.22%,
BTC,12/20/16,789.2325,791,792.2825,788.65625,-0.22%,
BTC,12/21/16,805.79625,789.2325,806.1975,788.44875,2.10%,
BTC,12/22/16,842.63875,805.79625,842.96625,805.14875,4.57%,
BTC,12/23/16,910.9325,842.63875,910.9325,842.17875,8.10%,
BTC,12/24/16,910.2475,910.9325,918.94875,878.91,-0.08%,
BTC,12/25/16,870.13125,910.2475,916.55625,869.47,-4.41%,
BTC,12/26/16,905.45625,870.13125,909.84625,858.03625,4.06%,
BTC,12/27/16,900.36625,905.45625,906.88875,893.62125,-0.56%,
BTC,12/28/16,948.89875,900.36625,949.80625,900.02625,5.39%,
BTC,12/29/16,971.645,948.89875,982.86875,947.03,2.40%,
BTC,12/30/16,954.84375,971.645,977.7925,949.61875,-1.73%,
BTC,12/31/16,952.455,954.84375,964.72625,928.9875,-0.25%,
BTC,1/1/17,964.325,952.455,968.485,949.08625,1.25%,
BTC,1/2/17,1009.97375,964.325,1011.525,963.53,4.73%,
BTC,1/3/17,1028.33375,1009.97375,1034.105,998.62125,1.82%,
BTC,1/4/17,1047.09999,1028.33375,1048.12375,1013.3775,1.82%,
BTC,1/5/17,1140.385,1047.09999,1141.9975,1047.06375,8.91%,
BTC,1/6/17,985.93875,1140.385,1153.02,887.46625,-13.54%,
BTC,1/7/17,837.83625,985.93875,990.37125,821.655,-15.02%,
BTC,1/8/17,923.52375,837.83625,923.7475,816.36375,10.23%,
BTC,1/9/17,889.33875,923.52375,942.0625,878.10125,-3.70%,
BTC,1/10/17,905.22625,889.33875,911.99625,881.1575,1.79%,
BTC,1/11/17,910.60625,905.22625,914.02375,897.57375,0.59%,
BTC,1/12/17,772.66125,910.60625,919.55875,747.49625,-15.15%,
BTC,1/13/17,784.89375,772.66125,828.08875,746.685,1.58%,
BTC,1/14/17,820.68875,784.89375,839.23,774.35875,4.56%,
BTC,1/15/17,821.19625,820.68875,835.555,810.6425,0.06%,
BTC,1/16/17,830.74,821.19625,834.7025,810.21625,1.16%,
BTC,1/17/17,848.58125,830.74,848.58125,820.91625,2.15%,
BTC,1/18/17,890.29375,848.58125,914.8025,848.58125,4.92%,
BTC,1/19/17,888.0625,890.29375,901.83375,848.60875,-0.25%,
BTC,1/20/17,896.16375,888.0625,905.4225,884.185,0.91%,
BTC,1/21/17,920.58875,896.16375,921.18125,882.29625,2.73%,
BTC,1/22/17,934.7775,920.58875,936.2525,912.0725,1.54%,
BTC,1/23/17,920.365,934.7775,936.7525,893.0075,-1.54%,
BTC,1/24/17,912.2125,920.365,926.9975,891.405,-0.89%,
BTC,1/25/17,898.55,912.2125,922.1475,884.78875,-1.50%,
BTC,1/26/17,901.05,898.55,901.48,888.01875,0.28%,
BTC,1/27/17,912.84375,901.05,919.1325,896.2825,1.31%,
BTC,1/28/17,919.795,912.84375,921.56875,909.4,0.76%,
BTC,1/29/17,920.82875,919.795,922.06125,917.82125,0.11%,
BTC,1/30/17,916.91125,920.82875,921.50875,912.955,-0.43%,
BTC,1/31/17,921.35125,916.91125,921.8175,915.77,0.48%,
BTC,2/1/17,973.065,921.35125,978.185,920.64875,5.61%,
BTC,2/2/17,982.8275,973.065,992.41875,964.4075,1.00%,
BTC,2/3/17,1020.09,982.8275,1020.12375,982.33375,3.79%,
BTC,2/4/17,1011.215,1020.09,1024.1425,995.87,-0.87%,
BTC,2/5/17,1029.40124,1011.215,1040.08625,1004.3775,1.80%,
BTC,2/6/17,1019.3125,1029.40124,1030.33625,1006.51875,-0.98%,
BTC,2/7/17,1029.40875,1019.3125,1030.405,1018.23,0.99%,
BTC,2/8/17,1067.70875,1029.40875,1067.79625,1029.40875,3.72%,
BTC,2/9/17,1072.205,1067.70875,1072.22875,1018.19125,0.42%,
BTC,2/10/17,974.95875,1072.205,1077.7625,942.45375,-9.07%,
BTC,2/11/17,997.2275,974.95875,1000.98625,954.27625,2.28%,
BTC,2/12/17,1004.71375,997.2275,1015.99625,997.2275,0.75%,
BTC,2/13/17,1004.85375,1004.71375,1008.49,997.45625,0.01%,
BTC,2/14/17,994.58,1004.85375,1007.28,976.28875,-1.02%,
BTC,2/15/17,1003.59,994.58,1016.445,987.33125,0.91%,
BTC,2/16/17,1018.41125,1003.59,1021.98375,1001.00375,1.48%,
BTC,2/17/17,1038.86625,1018.41125,1041.52375,1016.995,2.01%,
BTC,2/18/17,1058.315,1038.86625,1058.60375,1027.9875,1.87%,
BTC,2/19/17,1052.84375,1058.315,1066.83625,1051.02,-0.52%,
BTC,2/20/17,1046.66249,1052.84375,1061.3175,1045.30874,-0.59%,
BTC,2/21/17,1079.5825,1046.66249,1084.50375,1046.66249,3.15%,
BTC,2/22/17,1112.86375,1079.5825,1126.48625,1079.3475,3.08%,
BTC,2/23/17,1122.515,1112.86375,1132.51,1101.9,0.87%,
BTC,2/24/17,1193.501,1122.515,1193.961,1120.73,6.32%,
BTC,2/25/17,1182.429,1193.501,1206.596,1101.385,-0.93%,
BTC,2/26/17,1139.848,1182.429,1184.183,1126.26,-3.60%,
BTC,2/27/17,1189.366,1139.848,1192.252,1139.795,4.34%,
BTC,2/28/17,1189.94699,1189.366,1210.156,1173.095,0.05%,
BTC,3/1/17,1193.611,1189.94699,1198.163,1179.97,0.31%,
BTC,3/2/17,1221.05,1193.611,1233.298,1187.33199,2.30%,
BTC,3/3/17,1269.776,1221.05,1284.334,1216.03,3.99%,
BTC,3/4/17,1285.376,1269.776,1293.469,1258.487,1.23%,
BTC,3/5/17,1260.668,1285.376,1287.61,1239.568,-1.92%,
BTC,3/6/17,1273.24699,1260.668,1280.579,1245.911,1.00%,
BTC,3/7/17,1280.30499,1273.24699,1285.181,1268.809,0.55%,
BTC,3/8/17,1206.357,1280.30499,1280.427,1188.174,-5.78%,
BTC,3/9/17,1153.06,1206.357,1225.5,1135.086,-4.42%,
BTC,3/10/17,1200.557,1153.06,1208.63899,1147.435,4.12%,
BTC,3/11/17,1147.625,1200.557,1325.81299,1022.68,-4.41%,
BTC,3/12/17,1186.351,1147.625,1200.383,1146.877,3.37%,
BTC,3/13/17,1235.553,1186.351,1237.781,1178.066,4.15%,
BTC,3/14/17,1242.806,1235.553,1247.261,1216.20699,0.59%,
BTC,3/15/17,1245.892,1242.806,1257.797,1227.108,0.25%,
BTC,3/16/17,1247.67099,1245.892,1260.62999,1245.099,0.14%,
BTC,3/17/17,1126.08199,1247.67099,1248.29199,1103.531,-9.75%,
BTC,3/18/17,1062.07,1126.08199,1164.222,1057.345,-5.68%,
BTC,3/19/17,1000.24599,1062.07,1094.412,944.113,-5.82%,
BTC,3/20/17,1036.226,1000.24599,1058.91,977.506,3.60%,
BTC,3/21/17,1065.481,1036.226,1065.50599,1015.041,2.82%,
BTC,3/22/17,1091.333,1065.481,1119.074,1063.69699,2.43%,
BTC,3/23/17,1036.099,1091.333,1101.028,990.705,-5.06%,
BTC,3/24/17,1013.844,1036.099,1053.241,1012.245,-2.15%,
BTC,3/25/17,921.808,1013.844,1014.601,920.576,-9.08%,
BTC,3/26/17,962.508,921.808,972.271,891.511,4.42%,
BTC,3/27/17,968.293,962.508,998.56,946.522,0.60%,
BTC,3/28/17,1035.32199,968.293,1042.901,965.455,6.92%,
BTC,3/29/17,1011.969,1035.32199,1064.52,1010.04699,-2.26%,
BTC,3/30/17,1041.374,1011.969,1056.89799,1011.315,2.91%,
BTC,3/31/17,1048.86299,1041.374,1051.473,1023.187,0.72%,
BTC,4/1/17,1077.557,1048.86299,1087.727,1040.614,2.74%,
BTC,4/2/17,1082.37,1077.557,1103.528,1069.78199,0.45%,
BTC,4/3/17,1140.037,1082.37,1140.037,1077.59099,5.33%,
BTC,4/4/17,1148.092,1140.037,1155.714,1120.597,0.71%,
BTC,4/5/17,1139.86,1148.092,1161.361,1125.827,-0.72%,
BTC,4/6/17,1150.685,1139.86,1151.20699,1113.077,0.95%,
BTC,4/7/17,1177.284,1150.685,1202.82199,1149.209,2.31%,
BTC,4/8/17,1196.896,1177.284,1202.037,1176.375,1.67%,
BTC,4/9/17,1187.03299,1196.896,1196.896,1170.579,-0.82%,
BTC,4/10/17,1213.801,1187.03299,1218.239,1178.396,2.26%,
BTC,4/11/17,1206.74,1213.801,1219.056,1202.78299,-0.58%,
BTC,4/12/17,1226.896,1206.74,1232.155,1204.364,1.67%,
BTC,4/13/17,1216.269,1226.896,1226.927,1213.655,-0.87%,
BTC,4/14/17,1187.136,1216.269,1219.007,1154.9,-2.40%,
BTC,4/15/17,1186.10899,1187.136,1197.391,1169.893,-0.09%,
BTC,4/16/17,1189.55,1186.10899,1199.71,1178.094,0.29%,
BTC,4/17/17,1184.2,1189.55,1190.96499,1178.19599,-0.45%,
BTC,4/18/17,1211.73799,1184.2,1211.73799,1181.78299,2.33%,
BTC,4/19/17,1218.666,1211.73799,1222.358,1211.233,0.57%,
BTC,4/20/17,1227.981,1218.666,1232.858,1209.183,0.76%,
BTC,4/21/17,1261.702,1227.981,1264.665,1227.679,2.75%,
BTC,4/22/17,1255.25125,1261.702,1275.053,1247.7925,-0.51%,
BTC,4/23/17,1232.7575,1255.25125,1255.905,1220,-1.79%,
BTC,4/24/17,1243.43,1232.7575,1250.455,1230.68374,0.87%,
BTC,4/25/17,1251.5775,1243.43,1251.5775,1240.11999,0.66%,
BTC,4/26/17,1269.69625,1251.5775,1270.7275,1248.7425,1.45%,
BTC,4/27/17,1289.7475,1269.69625,1307.27875,1269.43,1.58%,
BTC,4/28/17,1335.825,1289.7475,1343.5925,1289.4925,3.57%,
BTC,4/29/17,1319.7,1335.825,1338.9875,1282.93249,-1.21%,
BTC,4/30/17,1311.58874,1319.7,1333.375,1311.25125,-0.61%,
BTC,5/1/17,1370.79,1311.58874,1371.20625,1308.7425,4.51%,
BTC,5/2/17,1416.61,1370.79,1426.63375,1350.005,3.34%,
BTC,5/3/17,1448.88625,1416.61,1466.88125,1408.54,2.28%,
BTC,5/4/17,1506.7725,1448.88625,1507.51,1431.18125,4.00%,
BTC,5/5/17,1543.31,1506.7725,1594.62625,1442.73125,2.42%,
BTC,5/6/17,1536.1525,1543.31,1591.9675,1491.675,-0.46%,
BTC,5/7/17,1554.6025,1536.1525,1555.225,1517.65,1.20%,
BTC,5/8/17,1564.065,1554.6025,1572.55375,1525.895,0.61%,
BTC,5/9/17,1644.72875,1564.065,1655.7875,1564.065,5.16%,
BTC,5/10/17,1695.83125,1644.72875,1753.595,1641.0625,3.11%,
BTC,5/11/17,1748.35375,1695.83125,1764.21,1690.39875,3.10%,
BTC,5/12/17,1774.52,1748.35375,1839.23125,1748.07,1.50%,
BTC,5/13/17,1634.6075,1774.52,1799.495,1587.69375,-7.88%,
BTC,5/14/17,1774.805,1634.6075,1784.83625,1624.56125,8.58%,
BTC,5/15/17,1747.04375,1774.805,1793.7325,1740.2,-1.56%,
BTC,5/16/17,1665.0325,1747.04375,1747.04375,1652.15625,-4.69%,
BTC,5/17/17,1744.44125,1665.0325,1753.0375,1657.10875,4.77%,
BTC,5/18/17,1796.89625,1744.44125,1823.555,1744.44125,3.01%,
BTC,5/19/17,1913.13875,1796.89625,1918.3275,1795.7775,6.47%,
BTC,5/20/17,1983.97875,1913.13875,1993.12375,1909.23125,3.70%,
BTC,5/21/17,2074.69625,1983.97875,2074.69625,1964.975,4.57%,
BTC,5/22/17,2114.98875,2074.69625,2115.59125,2001.145,1.94%,
BTC,5/23/17,2196.66874,2114.98875,2289.2075,2062.30249,3.86%,
BTC,5/24/17,2348.55249,2196.66874,2356.405,2174.49375,6.91%,
BTC,5/25/17,2581.85375,2348.55249,2593.36666,2310.42625,9.93%,
BTC,5/26/17,2460.95375,2581.85375,2791.695,2298.48999,-4.68%,
BTC,5/27/17,2232.2875,2460.95375,2639.905,2067.0975,-9.29%,
BTC,5/28/17,2234.83374,2232.2875,2250.1475,1908.99125,0.11%,
BTC,5/29/17,2195.785,2234.83374,2320.8175,2135.0025,-1.75%,
BTC,5/30/17,2315.73625,2195.785,2339.725,2157.34499,5.46%,
BTC,5/31/17,2170.98124,2315.73625,2329.63625,2152.9225,-6.25%,
BTC,6/1/17,2402.125,2170.98124,2414.515,2162.22625,10.65%,
BTC,6/2/17,2477.1725,2402.125,2489.9775,2361.74125,3.12%,
BTC,6/3/17,2475.2975,2477.1725,2524.80625,2418.9325,-0.08%,
BTC,6/4/17,2526.31125,2475.2975,2593.64,2448.04374,2.06%,
BTC,6/5/17,2605.125,2526.31125,2607.92999,2494.29125,3.12%,
BTC,6/6/17,2855.03,2605.125,2911.86,2582.375,9.59%,
BTC,6/7/17,2900.8525,2855.03,2967.47625,2742.335,1.60%,
BTC,6/8/17,2737.9025,2900.8525,2911.93875,2625.085,-5.62%,
BTC,6/9/17,2826.03875,2737.9025,2864.365,2712.68875,3.22%,
BTC,6/10/17,2846.00625,2826.03875,2874.69625,2794.0625,0.71%,
BTC,6/11/17,2910.33625,2846.00625,2943.6325,2821.525,2.26%,
BTC,6/12/17,3007.0125,2910.33625,3025.4725,2894.01,3.32%,
BTC,6/13/17,2697.0775,3007.0125,3041.35833,2525.23875,-10.31%,
BTC,6/14/17,2780.1825,2697.0775,2802.9475,2696.4575,3.08%,
BTC,6/15/17,2518.54875,2780.1825,2828.8825,2385.03125,-9.41%,
BTC,6/16/17,2438.61749,2518.54875,2522.3075,2185.96124,-3.17%,
BTC,6/17/17,2520.78375,2438.61749,2559.18874,2433.9475,3.37%,
BTC,6/18/17,2680.1025,2520.78375,2707.06,2510.93874,6.32%,
BTC,6/19/17,2611.67999,2680.1025,2680.1025,2522.3225,-2.55%,
BTC,6/20/17,2667.5475,2611.67999,2691.57375,2555.10375,2.14%,
BTC,6/21/17,2805.0975,2667.5475,2822.63375,2636.05875,5.16%,
BTC,6/22/17,2702.00375,2805.0975,2828.94375,2661.31125,-3.68%,
BTC,6/23/17,2763.29125,2702.00375,2783.75875,2643.75875,2.27%,
BTC,6/24/17,2740.5925,2763.29125,2780.27,2726.04125,-0.82%,
BTC,6/25/17,2598.15875,2740.5925,2764.0375,2556.8225,-5.20%,
BTC,6/26/17,2630.59499,2598.15875,2696.88625,2530.63125,1.25%,
BTC,6/27/17,2513.42999,2630.59499,2633.1075,2387.63749,-4.45%,
BTC,6/28/17,2556.1675,2513.42999,2597.27625,2332.60125,1.70%,
BTC,6/29/17,2591.2675,2556.1675,2619.23625,2498.9325,1.37%,
BTC,6/30/17,2547.3225,2591.2675,2620.84375,2530.12125,-1.70%,
BTC,7/1/17,2479.05499,2547.3225,2581.74125,2471.7925,-2.68%,
BTC,7/2/17,2424.69875,2479.05499,2547.0475,2396.01249,-2.19%,
BTC,7/3/17,2513.74125,2424.69875,2551.065,2410.4725,3.67%,
BTC,7/4/17,2640.06125,2513.74125,2648.85624,2510.3225,5.03%,
BTC,7/5/17,2588.67875,2640.06125,2659.78875,2583.3525,-1.95%,
BTC,7/6/17,2634.17375,2588.67875,2648.67999,2560.85,1.76%,
BTC,7/7/17,2598.57,2634.17375,2638.09875,2591.9825,-1.35%,
BTC,7/8/17,2514.3625,2598.57,2603.47125,2482.77124,-3.24%,
BTC,7/9/17,2586.0425,2514.3625,2588.38125,2506.30375,2.85%,
BTC,7/10/17,2524.12624,2586.0425,2590.7525,2510.28625,-2.39%,
BTC,7/11/17,2352.265,2524.12624,2541.55625,2314.0775,-6.81%,
BTC,7/12/17,2292.91375,2352.265,2428.15749,2272.31625,-2.52%,
BTC,7/13/17,2437.55375,2292.91375,2448.505,2292.41874,6.31%,
BTC,7/14/17,2337.67875,2437.55375,2437.55375,2327.72875,-4.10%,
BTC,7/15/17,2109.37375,2337.67875,2372.83374,2105.24375,-9.77%,
BTC,7/16/17,2045.5725,2109.37375,2151.72875,1971.28375,-3.02%,
BTC,7/17/17,1986.9425,2045.5725,2055.7475,1836.92,-2.87%,
BTC,7/18/17,2189.23999,1986.9425,2246.11749,1986.9425,10.18%,
BTC,7/19/17,2354.8925,2189.23999,2407.18874,2177.99375,7.57%,
BTC,7/20/17,2349.355,2354.8925,2413.485,2258.1125,-0.24%,
BTC,7/21/17,2740.56875,2349.355,2946.36,2332.35375,16.65%,
BTC,7/22/17,2738.775,2740.56875,2814.5075,2639.31374,-0.07%,
BTC,7/23/17,2831.67875,2738.775,2875.7775,2725.06625,3.39%,
BTC,7/24/17,2772.3675,2831.67875,2836.3775,2670.76125,-2.09%,
BTC,7/25/17,2768.8025,2772.3675,2813.96875,2720.71125,-0.13%,
BTC,7/26/17,2540.20874,2768.8025,2796.92125,2485.185,-8.26%,
BTC,7/27/17,2570.195,2540.20874,2577.05875,2433.83125,1.18%,
BTC,7/28/17,2699.72125,2570.195,2749.99875,2554.37,5.04%,
BTC,7/29/17,2719.69,2699.72125,2833.2375,2682.87,0.74%,
BTC,7/30/17,2714.70375,2719.69,2780.2075,2693.95875,-0.18%,
BTC,7/31/17,2718.6175,2714.70375,2753.33125,2615.8075,0.14%,
BTC,8/1/17,2867.65375,2718.6175,2902.37125,2706.8225,5.48%,
BTC,8/2/17,2739.70875,2867.65375,2925.03375,2670.16333,-4.46%,
BTC,8/3/17,2740.07125,2739.70875,2765.5525,2681.46875,0.01%,
BTC,8/4/17,2811.71,2740.07125,2824.38,2731.19625,2.61%,
BTC,8/5/17,3123.41125,2811.71,3167.555,2797.1175,11.09%,
BTC,8/6/17,3254.71,3123.41125,3360.86625,3104.16875,4.20%,
BTC,8/7/17,3274.6375,3254.71,3325.96625,3190.18625,0.61%,
BTC,8/8/17,3474.7625,3274.6375,3476.81875,3258.405,6.11%,
BTC,8/9/17,3416.185,3474.7625,3525.0375,3376.37,-1.69%,
BTC,8/10/17,3364.41125,3416.185,3442.98875,3280.325,-1.52%,
BTC,8/11/17,3451.8525,3364.41125,3474.335,3357.67125,2.60%,
BTC,8/12/17,3705.43,3451.8525,3741.33125,3451.8525,7.35%,
BTC,8/13/17,4104.015,3705.43,4162.5725,3701.83375,10.76%,
BTC,8/14/17,4036.7575,4104.015,4225.4025,3890.005,-1.64%,
BTC,8/15/17,4462.67625,4036.7575,4483.54749,4036.7575,10.55%,
BTC,8/16/17,4118.9025,4462.67625,4470.34375,3892.72,-7.70%,
BTC,8/17/17,4322.42125,4118.9025,4440.76124,3985.23375,4.94%,
BTC,8/18/17,4311.685,4322.42125,4522.13,4225.5,-0.25%,
BTC,8/19/17,4180.23875,4311.685,4407.79625,4040.05375,-3.05%,
BTC,8/20/17,4139.38125,4180.23875,4235.06499,4033.53625,-0.98%,
BTC,8/21/17,4110.94125,4139.38125,4218.21125,4101.06125,-0.69%,
BTC,8/22/17,3911.27625,4110.94125,4142.63875,3884.6225,-4.86%,
BTC,8/23/17,4162.79249,3911.27625,4197.76124,3687.27625,6.43%,
BTC,8/24/17,4178.75625,4162.79249,4299.96875,4130.925,0.38%,
BTC,8/25/17,4396.03125,4178.75625,4420.35999,4165.77375,5.20%,
BTC,8/26/17,4359.9025,4396.03125,4496.29249,4320.22,-0.82%,
BTC,8/27/17,4381.39625,4359.9025,4439.29125,4309.3125,0.49%,
BTC,8/28/17,4340.46,4381.39625,4416.0225,4340.46,-0.93%,
BTC,8/29/17,4442.6575,4340.46,4455.04625,4239.01124,2.35%,
BTC,8/30/17,4664.64375,4442.6575,4703.41749,4400.15874,5.00%,
BTC,8/31/17,4676.1425,4664.64375,4707.5525,4545.5375,0.25%,
BTC,9/1/17,4783.17,4676.1425,4808.12125,4654.07,2.29%,
BTC,9/2/17,4864.285,4783.17,5013.9075,4726.74374,1.70%,
BTC,9/3/17,4672.56875,4864.285,4902.26124,4529.37125,-3.94%,
BTC,9/4/17,4593.1825,4672.56875,4749.02875,4481.5225,-1.70%,
BTC,9/5/17,4160.535,4593.1825,4594.5775,4037.49875,-9.42%,
BTC,9/6/17,4517.57,4160.535,4529.58875,4111.97124,8.58%,
BTC,9/7/17,4543.1025,4517.57,4666.46625,4517.57,0.57%,
BTC,9/8/17,4628.6025,4543.1025,4691.97999,4506.6625,1.88%,
BTC,9/9/17,4280.975,4628.6025,4698.73125,4151.6425,-7.51%,
BTC,9/10/17,4194.21875,4280.975,4394.51624,4161.9725,-2.03%,
BTC,9/11/17,4307.82625,4194.21875,4334.5075,3976.46125,2.71%,
BTC,9/12/17,4295.76124,4307.82625,4310.79125,4108.475,-0.28%,
BTC,9/13/17,3944.58375,4295.76124,4368.22,3944.58375,-8.17%,
BTC,9/14/17,3817.0575,3944.58375,4053.3225,3766.36,-3.23%,
BTC,9/15/17,3358.10875,3817.0575,3896.7925,3209.43875,-12.02%,
BTC,9/16/17,3772.68375,3358.10875,3806.57875,2951.1525,12.35%,
BTC,9/17/17,3608.595,3772.68375,3874.62625,3551.75875,-4.35%,
BTC,9/18/17,3764.6175,3608.595,3803.4125,3484.80125,4.32%,
BTC,9/19/17,3976.3875,3764.6175,4080.4975,3753.3775,5.63%,
BTC,9/20/17,3863.18625,3976.3875,4026.57,3847.35375,-2.85%,
BTC,9/21/17,3827.685,3863.18625,4021.46,3813.225,-0.92%,
BTC,9/22/17,3690.99125,3827.685,3890.98,3584.59125,-3.57%,
BTC,9/23/17,3612.1625,3690.99125,3748.705,3519.07125,-2.14%,
BTC,9/24/17,3772.8475,3612.1625,3810.5375,3612.1625,4.45%,
BTC,9/25/17,3753.435,3772.8475,3775.7775,3627.52625,-0.51%,
BTC,9/26/17,3920.99125,3753.435,3970.2575,3752.46875,4.46%,
BTC,9/27/17,3939.515,3920.99125,3968.53625,3865.23125,0.47%,
BTC,9/28/17,4220.28,3939.515,4228.085,3930.91125,7.13%,
BTC,9/29/17,4062.20375,4220.28,4278.77625,4027.04125,-3.75%,
BTC,9/30/17,4207.825,4062.20375,4227.43875,4035.7075,3.58%,
BTC,10/1/17,4300.55125,4207.825,4366.805,4205.00375,2.20%,
BTC,10/2/17,4414.1775,4300.55125,4431.32125,4261.34624,2.64%,
BTC,10/3/17,4424.4725,4414.1775,4462.00625,4376.085,0.23%,
BTC,10/4/17,4307.555,4424.4725,4426.06125,4246.29,-2.64%,
BTC,10/5/17,4186.78374,4307.555,4345.28374,4179.41875,-2.80%,
BTC,10/6/17,4325.23625,4186.78374,4355.89375,4150.7575,3.31%,
BTC,10/7/17,4370.16875,4325.23625,4417.45125,4316.85999,1.04%,
BTC,10/8/17,4446.17249,4370.16875,4461.66,4330.28374,1.74%,
BTC,10/9/17,4624.34875,4446.17249,4625.22,4419.19375,4.01%,
BTC,10/10/17,4789.30125,4624.34875,4870.04125,4554.0275,3.57%,
BTC,10/11/17,4741.70875,4789.30125,4909.18124,4726.28,-0.99%,
BTC,10/12/17,4858.60499,4741.70875,4882.695,4730.87875,2.47%,
BTC,10/13/17,5728.5475,4858.60499,5856.09875,4843.695,17.91%,
BTC,10/14/17,5666.97875,5728.5475,5813.26875,5432.3525,-1.07%,
BTC,10/15/17,5779.07375,5666.97875,5844.77125,5570.04,1.98%,
BTC,10/16/17,5607.01,5779.07375,5796.2425,5439.9825,-2.98%,
BTC,10/17/17,5643.55375,5607.01,5789.795,5569.3075,0.65%,
BTC,10/18/17,5495.03875,5643.55375,5685.35,5461.02625,-2.63%,
BTC,10/19/17,5627.08625,5495.03875,5639.68625,5109.7,2.40%,
BTC,10/20/17,5686.52625,5627.08625,5735.155,5544.70375,1.06%,
BTC,10/21/17,6098.115,5686.52625,6112.18875,5611.1175,7.24%,
BTC,10/22/17,5949.07875,6098.115,6183.9825,5886.65125,-2.44%,
BTC,10/23/17,5969.795,5949.07875,6031.74625,5733.01875,0.35%,
BTC,10/24/17,5649.005,5969.795,6050.20375,5564.77375,-5.37%,
BTC,10/25/17,5550.85875,5649.005,5769.27,5374.5975,-1.74%,
BTC,10/26/17,5776.87875,5550.85875,5784.57625,5430.75,4.07%,
BTC,10/27/17,5923.70625,5776.87875,5995.92625,5695.33125,2.54%,
BTC,10/28/17,5737.1025,5923.70625,5926.64,5691.7575,-3.15%,
BTC,10/29/17,5741.7225,5737.1025,5806.9225,5667.34875,0.08%,
BTC,10/30/17,6151.325,5741.7225,6306.5775,5733.85625,7.13%,
BTC,10/31/17,6130.56375,6151.325,6218.48875,6026.68875,-0.34%,
BTC,11/1/17,6424.515,6130.56375,6458.26625,6089.47375,4.79%,
BTC,11/2/17,6879.365,6424.515,6922.9,6357.91,7.08%,
BTC,11/3/17,7199.2375,6879.365,7355.35,6798.3975,4.65%,
BTC,11/4/17,7210.46875,7199.2375,7454.03875,6994.8775,0.16%,
BTC,11/5/17,7376.7425,7210.46875,7503.71875,7100.51125,2.31%,
BTC,11/6/17,7231.93,7376.7425,7601.535,7202.47125,-1.96%,
BTC,11/7/17,7123.89375,7231.93,7423.05875,6932.42875,-1.49%,
BTC,11/8/17,7356.50625,7123.89375,7377.9625,6978.5875,3.27%,
BTC,11/9/17,7342.82375,7356.50625,7879.06,7095.42375,-0.19%,
BTC,11/10/17,7250.77,7342.82375,7439.385,7058.35125,-1.25%,
BTC,11/11/17,6773.695,7250.77,7305.295,6422.975,-6.58%,
BTC,11/12/17,6075.30125,6773.695,6806.04375,6062.08625,-10.31%,
BTC,11/13/17,5969.13,6075.30125,6466.46,5507.29,-1.75%,
BTC,11/14/17,6666.27125,5969.13,6770.37,5949.5025,11.68%,
BTC,11/15/17,6867.42625,6666.27125,6910.2475,6442.4,3.02%,
BTC,11/16/17,7259.3,6867.42625,7336.80125,6798.9325,5.71%,
BTC,11/17/17,7924.1825,7259.3,7998.39625,7172.755,9.16%,
BTC,11/18/17,7598.2775,7924.1825,7984.68375,7460.11125,-4.11%,
BTC,11/19/17,7787.45625,7598.2775,7848.94125,7546.33375,2.49%,
BTC,11/20/17,7954.7675,7787.45625,8101.91,7678.375,2.15%,
BTC,11/21/17,7879.06,7954.7675,8286.17375,7818.5025,-0.95%,
BTC,11/22/17,8150.6325,7879.06,8362.3025,7828.535,3.45%,
BTC,11/23/17,8208.75375,8150.6325,8294.495,8095.08125,0.71%,
